Date,Open,High,Low,Close,Volume,Adj Close
2017-03-15,3310,3325,3290,3295,53700,3295
2017-03-14,3300,3340,3295,3335,100200,3335
2017-03-13,3320,3365,3315,3325,93200,3325
2017-03-10,3320,3345,3305,3325,127400,3325
2017-03-09,3300,3300,3255,3280,77400,3280
2017-03-08,3260,3290,3255,3280,130300,3280
2017-03-07,3225,3255,3215,3250,65500,3250
2017-03-06,3240,3240,3205,3215,74800,3215
2017-03-03,3220,3255,3215,3230,104100,3230
2017-03-02,3205,3245,3190,3235,116000,3235
2017-03-01,3190,3210,3170,3190,107900,3190
2017-02-28,3155,3180,3145,3165,109800,3165
2017-02-27,3220,3220,3145,3200,127200,3200
2017-02-24,3200,3235,3175,3220,105600,3220
2017-02-23,3165,3200,3155,3195,63800,3195
2017-02-22,3175,3180,3150,3175,84600,3175
2017-02-21,3180,3180,3150,3165,92900,3165
2017-02-20,3190,3195,3175,3185,85400,3185
2017-02-17,3175,3175,3135,3175,87100,3175
2017-02-16,3175,3190,3155,3175,64400,3175
2017-02-15,3165,3185,3150,3175,104000,3175
2017-02-14,3235,3235,3160,3160,110500,3160
2017-02-13,3200,3220,3175,3200,102500,3200
2017-02-10,3175,3190,3160,3180,92900,3180
2017-02-09,3155,3165,3130,3150,82700,3150
2017-02-08,3160,3175,3110,3175,104200,3175
2017-02-07,3200,3205,3130,3140,215400,3140
2017-02-06,3260,3265,3225,3230,100800,3230
2017-02-03,3215,3270,3200,3260,126500,3260
2017-02-02,3255,3255,3210,3215,143700,3215
2017-02-01,3250,3285,3245,3275,127300,3275
2017-01-31,3240,3270,3225,3235,142100,3235
2017-01-30,3255,3275,3225,3270,126800,3270
2017-01-27,3245,3260,3195,3210,172800,3210
2017-01-26,3290,3290,3240,3260,161600,3260
2017-01-25,3305,3310,3220,3250,131300,3250
2017-01-24,3250,3260,3220,3245,149100,3245
2017-01-23,3300,3310,3260,3260,103800,3260
2017-01-20,3300,3340,3290,3300,118700,3300
2017-01-19,3310,3340,3280,3310,219000,3310
2017-01-18,3225,3290,3210,3280,197900,3280
2017-01-17,3280,3325,3205,3215,280200,3215
2017-01-16,3350,3390,3320,3330,271000,3330
2017-01-13,3380,3390,3305,3335,314900,3335
2017-01-12,3290,3395,3265,3370,481600,3370
2017-01-11,3260,3295,3180,3220,741200,3220
2017-01-10,3325,3360,3310,3330,192500,3330
2017-01-06,3320,3335,3260,3315,153300,3315
2017-01-05,3340,3355,3295,3305,155700,3305
2017-01-04,3270,3350,3270,3330,150800,3330
2016-12-30,3300,3320,3270,3305,90300,3305
2016-12-29,3265,3315,3265,3290,126500,3290
